Name,Latitude,Longitude,District
Hindustan Petroleum Pump and CNG Station,11.1276419,76.0448276,Malappuram
IndianOil,11.0531434,76.0797076,Malappuram
Hindustan Petroleum Pump And CNG Station VPM Petroleum,11.230718,76.054111,Malappuram
"Bharat Petroleum, Petrol Pump -Maliyakkal Filling Station",11.0512263,75.9845574,Malappuram
IndianOil,11.073373,76.073676,Malappuram
Bharat Petroleum and CNG,11.2707319,75.7775607,Kozhikode
Cng pump,11.25498,75.784608,Kozhikode
CNG gas station,11.316553,75.8326684,Kozhikode
HP Petrol and CNG Station,11.3328988,75.8920507,Kozhikode
IndianOil,11.190184,75.869271,Kozhikode
Bharath Pertroleum & CNG Kolaithazham,11.291156,75.8626938,Kozhikode
Hindustan Petroleum Pump and CNG Station,11.1276419,76.0448276,Kozhikode
Cochin Gas Energy CNG LPG Fitment Centre,11.2810642,75.7777366,Kozhikode
PARAYANGAT FUELS CNG Kerala's First MRPL Outlet,11.2734621,75.9813727,Kozhikode
Bharat Petroleum,11.2659117,75.8141281,Kozhikode
Kuniyil Auto Fuels Bharat Petroleum & IOAG CNG,11.4536681,75.7704543,Kozhikode
IndianOil,11.405253,75.720364,Kozhikode
"Bharat Petroleum, Petrol Pump -Narayanan & Company.",11.2611055,75.7800831,Kozhikode
IndianOil,11.233631,75.803131,Kozhikode
V6 CALICUT,11.2407865,75.7948545,Kozhikode
Hindustan Petroleum Mangala Fuels,11.269583,75.8425933,Kozhikode
Vennakkad petroleum With CNG,11.3415905,75.8987629,Kozhikode
"Parappanad Fuels,CNG",11.0425992,75.8616912,Kozhikode
Hindustan Petroleum Super Service Station,11.26692,75.77666,Kozhikode
Hindustan Petroleum Pump,11.2703453,75.7762883,Kozhikode
Hindustan Petroleum Pump JK Fuels,11.2696,75.789238,Kozhikode
Seepeace Fuels,11.1422136,75.9700821,Kozhikode
"Bharat Petroleum, CNG and Petrol Pump -Maliyakkal Fuels",11.0466671,75.9110748,Kozhikode
Jio-bp,11.2096243,75.8081498,Kozhikode
IndianOil,11.234379,75.846687,Kozhikode
Hindustan Petroleum Pump Olassery Fuel Station,11.1716,75.80943,Kozhikode
Petrol Pump HP Kolappuram PETROL DIESEL CNG,11.0617339,75.9348379,Kozhikode
Hindustan Petroleum and CNG Station,11.5244059,75.6173804,Kozhikode
"Bharat Petroleum, Petrol Pump, CNG -Safiya Petro Park",11.0320934,76.0613561,Kozhikode
GRN Green Gas Solutions LLP,11.1861887,75.887079,Kozhikode
Hindustan Petroleum,11.266202,75.778842,Kozhikode
Cng gas station,11.5950343,76.0774634,Wayanad
IndianOil,10.068382,76.321241,Wayanad
AG&P Pratham CNG Station,9.7052723,76.3173905,Wayanad
City Gas Car,9.977685,76.3023317,Wayanad
Malabar Petroleum - Bharat Petrol Pump,11.7127966,76.0788936,Wayanad
Bharat Petroleum Fuel Station,11.5956493,76.077716,Wayanad
"Moosa Fuels Bharat Petroleum, Petrol Pump",11.6559485,76.1590348,Wayanad
Vennakkad petroleum With CNG,11.3415905,75.8987629,Wayanad
LPG Filling Station,11.6592808,76.2557585,Wayanad
AG&P Pratham CNG Station,9.3684375,76.5136875,Wayanad
Akhila Petroleums - Bharat Petroleum & CNG,11.6589366,76.2459386,Wayanad
"Bharat Petroleum, Petrol Pump -Petro Care",11.6262214,76.2103864,Wayanad
Wayanad Gasoline Agency HP Petrol Pump,11.5744556,76.0586743,Wayanad
HP Petrol and CNG Station,11.3328988,75.8920507,Wayanad
Reliance Petroleum,11.6299719,76.0883768,Wayanad
"Bharat Petroleum, Petrol Pump -Fadhil Auto Fuels",11.8477059,76.0637576,Wayanad
HP PETROL PUMP,11.672954,76.0786887,Wayanad
NAYARA FUEL PUMP,11.634354,76.0902655,Wayanad
AG&P Pratham CNG Station,8.5180523,76.9799767,Wayanad
Bharat Petroleum,11.8486013,76.0661424,Wayanad
"Bharat Petroleum, Petrol&Cng Pump -M/S K M R Petroleum - KOZHIKODE",11.4836223,76.008531,Wayanad
Petrol Pump & CNG Station,11.9002174,75.3684519,Kannur
CNG,11.9140515,75.4743764,Kannur
"Bharat Petroleum, Petrol Pump -Alinkeelkannan & Co.",11.8730754,75.3653597,Kannur
Bharath Petroleum/ Ramraj & co,11.8790198,75.3704604,Kannur
Petrol CNG Pump,12.0737569,75.2830953,Kannur
IndianOil,11.9007376,75.368309,Kannur
Hindustan Petroleum G G Fuels,11.8728766,75.3656106,Kannur
HP Petrol Pump - Janatha Service Station and cng station,11.8380573,75.5687238,Kannur
"KVN Shenoy, Kottachery, Hindustan Petroleum",11.8746289,75.3805244,Kannur
Bharat Petroleum Pump - Century Oil Trading,11.9887474,75.5875867,Kannur
"Bharat Petroleum, Petrol Pump -Ramla Enterprises",11.8590206,75.3756277,Kannur
IndianOil,11.931932,75.579126,Kannur
IndianOil,11.876154,75.373701,Kannur
HP petrol pump,11.8814223,75.3837759,Kannur
Bharat Petroleum Jayasree Petrol Pump,11.8727548,75.3915318,Kannur
IndianOil,11.872427,75.392018,Kannur
AG&P Pratham CNG Station,12.912387,79.3648328,Kannur
IndianOil,11.859216,75.376067,Kannur
"Bharat Petroleum, Petrol Pump -Sreekandapuram Fuels",12.0420359,75.509945,Kannur
AG&P Pratham CNG Station,9.7052723,76.3173905,Kannur
Jilu auto gas,12.5087863,74.9858568,Kasaragod
IndianOil,12.50947,74.98601,Kasaragod
HAJI CTM BROTHERS,12.5033554,74.9929483,Kasaragod
IndianOil,12.509399,74.996033,Kasaragod
Hindustan Petroleum Sri Gopalakrishna Service Station,12.518102,75.01502,Kasaragod
"Bharat Petroleum, Petrol Pump -K.V. Kamat & Co.",12.5152521,75.0078856,Kasaragod
Indian Oil Corporation IOC Fuel station,12.5130463,74.9988172,Kasaragod
Techno CNG Fitting Centre,12.5210556,75.0149218,Kasaragod
Pumpsy- Pump Easy - Mobile Petrol Pump,12.4818735,74.9948663,Kasaragod
Chowki Bharat Petroleum BPCL Petrol Pump,12.5305587,74.9689003,Kasaragod
"Bharat Petroleum, Petrol Pump and CNG Station -Safari Agencies",12.4122558,75.0926236,Kasaragod
IndianOil,12.257893,75.117255,Kasaragod
Jio BP Petrol Pump,12.5132843,74.9825276,Kasaragod
